6.394000;6.818000;6.864000;6.115000;5.431000;5.299000;5.118000;4.045000;4.420000;3.175000;3.179000;3.008000;2.476000;2.183000;1.015000;1.025000;0.250000;0.288000;2.805000;2.905000;2.232000;2.254000;2.054000;2.689000;2.445000;2.886000;2.646000;2.181000;2.605000;2.548000;2.857000;2.038000;2.106000;2.982000;2.057000;2.086000;2.425000;2.227000;2.230000;2.837000;2.051000;2.421000;2.130000;2.717000;2.106000;2.107000;2.881000;2.230000;2.782000;0.490000
12.145000;12.939000;12.768000;8.996000;10.136000;9.262000;9.095000;8.630000;8.538000;8.446000;8.820000;7.492000;3.497000;5.782000;5.293000;4.869000;3.051000;0.260000;2.520000;2.155000;2.058000;2.280000;2.690000;2.314000;2.549000;2.645000;2.597000;2.698000;2.438000;2.648000;2.080000;2.563000;2.421000;2.222000;2.758000;2.929000;2.671000;2.504000;2.383000;2.246000;2.333000;2.623000;2.802000;2.182000;2.296000;2.712000;2.520000;2.821000;2.711000;0.187000
15.048000;15.645000;14.600000;14.085000;10.515000;12.646000;11.159000;10.172000;10.526000;10.673000;9.009000;8.205000;4.165000;6.509000;5.409000;4.611000;3.933000;0.312000;0.725000;0.546000;0.215000;0.371000;0.998000;0.516000;0.778000;0.492000;0.692000;0.083000;0.212000;0.214000;0.205000;0.661000;0.753000;0.921000;0.420000;0.084000;0.555000;0.743000;0.073000;0.990000;0.227000;0.520000;0.078000;0.015000;0.541000;0.701000;0.900000;0.460000;2.737000;0.439000
18.663000;17.479000;17.116000;16.378000;16.905000;12.942000;13.612000;12.752000;12.083000;11.364000;10.211000;9.327000;5.488000;7.078000;6.345000;4.978000;3.536000;0.093000;2.474000;2.890000;2.448000;2.019000;2.956000;0.232000;3.097000;3.222000;3.028000;3.845000;3.149000;3.002000;3.121000;3.540000;3.841000;3.289000;3.062000;3.298000;3.246000;3.018000;3.203000;3.122000;3.469000;3.576000;3.979000;3.169000;3.979000;3.225000;3.806000;0.614000;2.035000;0.175000
20.616000;20.105000;19.148000;19.651000;18.152000;16.972000;13.238000;14.429000;13.071000;13.113000;12.938000;10.169000;6.221000;8.420000;6.861000;5.777000;3.528000;0.846000;2.431000;2.464000;2.691000;2.839000;2.036000;0.478000;3.219000;3.708000;3.730000;3.416000;3.637000;3.748000;3.043000;3.669000;3.300000;3.198000;3.016000;3.962000;3.448000;3.179000;3.070000;3.808000;3.549000;3.557000;3.287000;3.159000;3.093000;3.463000;3.758000;0.104000;2.199000;0.583000
24.409000;23.985000;22.857000;21.270000;20.794000;19.524000;17.172000;14.643000;15.565000;15.313000;13.092000;11.653000;7.646000;8.933000;6.705000;5.142000;3.912000;0.621000;2.413000;2.564000;2.706000;2.447000;2.694000;0.759000;3.328000;3.102000;3.595000;3.633000;3.687000;3.721000;3.315000;3.692000;3.145000;3.439000;3.956000;3.134000;3.710000;3.805000;3.416000;3.135000;3.172000;3.034000;3.046000;3.538000;3.891000;3.487000;3.581000;0.487000;2.519000;0.815000
26.175000;26.829000;25.771000;23.394000;22.156000;21.769000;19.467000;18.542000;14.027000;16.024000;14.251000;13.243000;8.771000;9.276000;7.800000;5.869000;3.861000;0.639000;2.183000;2.937000;2.701000;2.950000;2.232000;0.845000;3.183000;3.548000;3.291000;3.886000;3.931000;3.772000;3.861000;3.411000;3.859000;3.817000;3.404000;3.866000;3.281000;3.426000;3.021000;3.862000;3.695000;3.815000;0.644000;0.939000;0.438000;0.947000;0.838000;0.904000;0.226000;0.582000
28.765000;28.853000;27.830000;25.782000;24.903000;23.434000;21.160000;20.583000;18.278000;14.022000;15.292000;13.482000;8.308000;9.598000;7.528000;5.710000;3.463000;0.615000;2.951000;2.321000;2.122000;2.524000;2.040000;0.107000;3.086000;3.887000;3.726000;3.126000;3.382000;3.675000;3.868000;3.405000;3.919000;3.119000;3.321000;3.471000;3.226000;3.618000;3.404000;3.124000;3.573000;0.779000;2.705000;2.706000;2.055000;2.226000;2.566000;0.549000;2.233000;0.269000
30.448000;30.650000;29.718000;28.859000;27.345000;25.584000;23.736000;21.435000;19.898000;17.924000;13.809000;14.573000;9.732000;10.287000;8.145000;5.468000;3.746000;0.150000;2.152000;2.360000;2.785000;2.428000;2.779000;0.629000;3.332000;3.782000;3.463000;3.657000;1.320000;1.578000;1.630000;1.906000;1.367000;1.899000;1.314000;1.006000;1.207000;1.548000;0.268000;0.135000;0.099000;0.853000;2.694000;2.058000;2.213000;2.618000;2.538000;0.838000;2.480000;0.568000
32.571000;32.463000;31.637000;30.750000;29.680000;26.785000;25.353000;22.115000;20.240000;18.206000;16.519000;12.878000;10.283000;10.134000;8.516000;5.130000;3.646000;0.505000;2.077000;2.468000;2.482000;2.555000;2.891000;0.325000;3.879000;3.703000;3.298000;5.659000;2.821000;4.137000;4.074000;4.432000;4.778000;4.956000;4.513000;4.061000;4.467000;4.177000;4.934000;0.360000;2.044000;0.358000;2.759000;2.035000;2.781000;2.279000;2.472000;0.396000;2.038000;0.304000
34.710000;33.753000;32.848000;31.860000;30.909000;29.074000;26.059000;23.859000;21.362000;19.430000;17.619000;15.783000;13.789000;8.125000;8.176000;6.758000;3.330000;0.395000;2.765000;2.481000;2.452000;2.559000;2.603000;0.098000;3.505000;5.332000;5.926000;6.141000;3.303000;5.635000;5.832000;5.692000;5.522000;5.425000;5.000000;5.417000;5.525000;5.344000;3.834000;4.515000;2.761000;0.509000;2.394000;2.275000;2.911000;2.568000;2.767000;0.961000;2.389000;0.312000
36.440000;36.911000;35.490000;33.864000;31.824000;30.189000;27.122000;25.387000;23.586000;20.915000;18.726000;15.595000;14.849000;10.962000;6.595000;6.650000;3.194000;0.736000;2.633000;2.985000;2.946000;2.866000;4.694000;2.662000;2.569000;3.480000;3.648000;4.092000;4.989000;6.031000;6.901000;6.804000;6.483000;6.858000;6.258000;6.653000;6.482000;4.425000;6.383000;5.601000;5.306000;2.057000;4.930000;4.978000;3.675000;3.151000;2.062000;0.805000;2.561000;0.563000
37.189000;37.313000;36.331000;34.530000;32.703000;31.725000;28.995000;26.276000;24.934000;22.713000;18.125000;16.172000;14.612000;11.204000;8.630000;3.272000;3.840000;0.017000;3.517000;3.634000;4.466000;4.942000;5.953000;3.181000;5.534000;6.019000;6.460000;7.259000;5.683000;7.728000;8.885000;8.592000;6.948000;6.650000;6.078000;6.287000;5.814000;7.947000;7.115000;6.303000;6.016000;3.728000;5.822000;5.347000;4.289000;4.556000;3.418000;1.452000;2.245000;0.894000
38.501000;38.392000;37.651000;35.924000;33.462000;32.265000;29.158000;27.102000;25.401000;22.870000;20.694000;16.037000;15.537000;11.171000;8.432000;6.064000;0.626000;0.864000;3.416000;4.106000;4.106000;5.184000;6.202000;5.731000;7.136000;8.183000;8.806000;9.504000;7.227000;10.610000;10.301000;9.020000;11.271000;9.648000;11.673000;10.701000;10.990000;9.056000;9.279000;8.505000;8.964000;5.075000;7.807000;6.173000;5.226000;4.730000;4.486000;1.489000;2.818000;0.094000
0.000000;0.000000;37.512000;35.946000;34.370000;32.798000;29.026000;27.220000;25.664000;23.159000;20.026000;17.948000;15.550000;11.874000;8.640000;6.871000;3.955000;0.417000;3.202000;4.539000;5.913000;6.265000;7.248000;6.157000;9.490000;10.788000;10.373000;11.148000;10.752000;12.736000;11.827000;13.821000;14.288000;15.176000;11.069000;13.821000;12.934000;12.923000;11.858000;10.118000;10.440000;7.315000;8.110000;7.465000;6.458000;5.354000;4.928000;1.365000;2.924000;0.910000
0.000000;0.000000;38.916000;36.156000;34.081000;33.861000;31.583000;28.398000;25.719000;23.695000;20.481000;17.934000;15.508000;11.904000;8.353000;6.977000;3.581000;0.486000;3.744000;5.181000;6.909000;7.182000;8.769000;7.137000;10.959000;12.365000;12.851000;13.661000;12.199000;13.571000;15.942000;16.823000;17.802000;17.340000;17.749000;13.872000;15.676000;14.701000;13.379000;12.107000;12.101000;8.910000;9.428000;8.261000;7.427000;6.976000;5.516000;1.815000;2.507000;0.841000
39.318000;39.934000;38.095000;36.897000;34.284000;33.165000;31.487000;28.170000;25.221000;23.004000;21.883000;18.010000;15.138000;11.968000;8.134000;6.345000;3.232000;0.591000;4.630000;5.437000;7.272000;8.866000;9.659000;9.285000;12.291000;13.819000;14.424000;15.817000;14.346000;17.961000;18.935000;18.702000;19.139000;19.226000;18.699000;18.685000;15.688000;16.178000;15.971000;14.964000;13.512000;10.363000;11.932000;9.997000;8.549000;7.485000;5.774000;2.870000;2.371000;0.367000
39.302000;39.355000;38.816000;36.877000;34.659000;33.372000;31.591000;28.196000;25.551000;23.296000;20.738000;18.046000;15.395000;11.278000;8.746000;6.978000;3.901000;0.285000;4.682000;5.477000;5.542000;7.223000;8.858000;10.806000;14.530000;15.865000;16.869000;17.200000;16.094000;19.725000;20.111000;21.875000;22.100000;21.013000;21.370000;20.816000;19.354000;16.102000;17.713000;16.844000;15.610000;12.850000;12.004000;10.293000;9.934000;7.435000;5.779000;2.816000;2.168000;0.848000
39.100000;38.780000;37.482000;35.327000;34.285000;32.218000;29.415000;27.259000;25.299000;23.443000;20.531000;18.847000;15.875000;11.155000;8.887000;6.607000;3.171000;0.941000;4.136000;6.960000;6.310000;11.664000;13.160000;14.780000;15.401000;16.198000;18.731000;19.662000;18.177000;21.153000;22.701000;23.542000;24.633000;24.029000;23.547000;22.776000;21.928000;20.798000;17.448000;18.142000;16.226000;13.949000;13.953000;12.014000;10.225000;8.807000;6.825000;2.433000;2.618000;0.413000
37.247000;37.043000;36.026000;35.043000;33.168000;32.939000;29.388000;27.745000;25.240000;22.039000;20.862000;17.592000;15.105000;11.688000;8.680000;6.008000;3.843000;0.923000;4.822000;6.361000;6.564000;11.648000;13.654000;15.624000;16.599000;18.693000;20.440000;21.649000;20.929000;23.515000;25.000000;25.633000;27.256000;26.221000;25.883000;24.534000;23.016000;22.293000;21.879000;18.139000;18.074000;14.621000;14.439000;12.384000;10.514000;8.857000;6.981000;2.245000;2.530000;0.399000
36.610000;36.621000;35.348000;34.072000;32.215000;31.377000;28.895000;26.136000;24.507000;22.992000;19.351000;17.618000;14.854000;11.265000;8.497000;6.958000;3.349000;0.553000;4.235000;7.276000;7.168000;12.126000;14.842000;16.477000;17.486000;19.771000;21.163000;23.167000;22.796000;27.515000;28.334000;29.955000;29.115000;30.342000;29.583000;28.064000;25.223000;24.800000;23.986000;21.509000;17.198000;15.288000;15.356000;13.492000;11.618000;9.062000;7.315000;2.088000;2.170000;0.065000
